name	domain	frameworks	description
performing-web-application-vulnerability-triage	vulnerability-management	NIST-CSF;MITRE-ATTACK	Triage web application vulnerability findings from DAST/SAST scanners using OWASP risk rating methodology to separate true positives from false positives and prioritize remediation.
performing-web-cache-deception-attack	web-application-security	NIST-CSF;MITRE-ATTACK	Execute web cache deception attacks by exploiting path normalization discrepancies between CDN caching layers and origin servers to cache and retrieve sensitive authenticated content.
performing-web-cache-poisoning-attack	web-application-security	NIST-CSF;MITRE-ATTACK	Exploiting web cache mechanisms to serve malicious content to other users by poisoning cached responses through unkeyed headers and parameters during authorized security tests.
performing-wifi-password-cracking-with-aircrack	network-security	NIST-CSF;MITRE-ATTACK	Captures WPA/WPA2 handshakes and performs offline password cracking using aircrack-ng, hashcat, and dictionary attacks during authorized wireless security assessments to evaluate passphrase strength and wireless network security posture.
performing-windows-artifact-analysis-with-eric-zimmerman-tools	digital-forensics	NIST-CSF;MITRE-ATTACK	Perform comprehensive Windows forensic artifact analysis using Eric Zimmerman's open-source EZ Tools suite including KAPE, MFTECmd, PECmd, LECmd, JLECmd, and Timeline Explorer for parsing registry hives, prefetch files, event logs, and file system metadata.
performing-wireless-network-penetration-test	penetration-testing	NIST-CSF;MITRE-ATTACK	Execute a wireless network penetration test to assess WiFi security by capturing handshakes, cracking WPA2/WPA3 keys, detecting rogue access points, and testing wireless segmentation using Aircrack-ng and related tools.
performing-wireless-security-assessment-with-kismet	network-security	NIST-CSF;MITRE-ATTACK	Conduct wireless network security assessments using Kismet to detect rogue access points, hidden SSIDs, weak encryption, and unauthorized clients through passive RF monitoring.
performing-yara-rule-development-for-detection	malware-analysis	NIST-CSF;MITRE-ATTACK	Develop precise YARA rules for malware detection by identifying unique byte patterns, strings, and behavioral indicators in executable files while minimizing false positives.
prioritizing-vulnerabilities-with-cvss-scoring	vulnerability-management	NIST-CSF;MITRE-ATTACK	The Common Vulnerability Scoring System (CVSS) is the industry standard framework maintained by FIRST (Forum of Incident Response and Security Teams) for assessing vulnerability severity. CVSS v4.0 (r
processing-stix-taxii-feeds	threat-intelligence	NIST-CSF;MITRE-ATTACK	Processes STIX 2.1 threat intelligence bundles delivered via TAXII 2.1 servers, normalizing objects into platform-native schemas and routing them to appropriate consuming systems. Use when onboarding new TAXII collection endpoints, automating bi-directional intelligence sharing with ISACs, or building pipeline validation for malformed STIX bundles. Activates for requests involving OASIS STIX, TAXII server configuration, MISP TAXII, or Cortex XSOAR feed integrations.
profiling-threat-actor-groups	threat-intelligence	NIST-CSF;MITRE-ATTACK	Develops comprehensive threat actor profiles for APT groups, criminal organizations, and hacktivist collectives by aggregating TTP documentation, historical campaign data, tooling fingerprints, and attribution indicators from multiple intelligence sources. Use when briefing executives on sector-specific threats, updating threat model assumptions, or prioritizing defensive controls against specific adversaries. Activates for requests involving MITRE ATT&CK Groups, Mandiant APT profiles, CrowdStrike adversary naming, or sector-specific threat briefings.
recovering-deleted-files-with-photorec	digital-forensics	NIST-CSF;MITRE-ATTACK;NIST-AI-RMF;ATLAS	Recover deleted files from disk images and storage media using PhotoRec's file signature-based carving engine regardless of file system damage.
recovering-from-ransomware-attack	ransomware-defense	NIST-CSF;MITRE-ATTACK	Executes structured recovery from a ransomware incident following NIST and CISA frameworks, including environment isolation, forensic evidence preservation, clean infrastructure rebuild, prioritized system restoration from verified backups, credential reset, and validation against re-infection. Covers Active Directory recovery, database restoration, and application stack rebuild in dependency order. Activates for requests involving ransomware recovery, post-encryption restoration, or disaster recovery from ransomware.
remediating-s3-bucket-misconfiguration	cloud-security	NIST-CSF;MITRE-ATTACK	This skill provides step-by-step procedures for identifying and remediating Amazon S3 bucket misconfigurations that expose sensitive data to unauthorized access. It covers enabling S3 Block Public Access at account and bucket levels, auditing bucket policies and ACLs, enforcing encryption, configuring access logging, and deploying automated remediation using AWS Config and Lambda.
reverse-engineering-android-malware-with-jadx	malware-analysis	NIST-CSF;MITRE-ATTACK	Reverse engineers malicious Android APK files using JADX decompiler to analyze Java/Kotlin source code, identify malicious functionality including data theft, C2 communication, privilege escalation, and overlay attacks. Examines manifest permissions, receivers, services, and native libraries. Activates for requests involving Android malware analysis, APK reverse engineering, mobile malware investigation, or Android threat analysis.
reverse-engineering-dotnet-malware-with-dnspy	malware-analysis	NIST-CSF;MITRE-ATTACK	Reverse engineers .NET malware using dnSpy decompiler and debugger to analyze C#/VB.NET source code, identify obfuscation techniques, extract configurations, and understand malicious functionality including stealers, RATs, and loaders. Activates for requests involving .NET malware analysis, C# malware decompilation, managed code reverse engineering, or .NET obfuscation analysis.
reverse-engineering-ios-app-with-frida	mobile-security	NIST-CSF;MITRE-ATTACK	Reverse engineers iOS applications using Frida dynamic instrumentation to understand internal logic, extract encryption keys, bypass security controls, and discover hidden functionality without source code access. Use when performing authorized iOS penetration testing, analyzing proprietary protocols, understanding obfuscated logic, or extracting runtime secrets from iOS binaries. Activates for requests involving iOS reverse engineering, Frida iOS hooking, Objective-C/Swift method tracing, or iOS binary analysis.
reverse-engineering-malware-with-ghidra	malware-analysis	NIST-CSF;MITRE-ATTACK	Reverse engineers malware binaries using NSA''s Ghidra disassembler and decompiler to understand internal logic, cryptographic routines, C2 protocols, and evasion techniques at the assembly and pseudo-C level. Activates for requests involving malware reverse engineering, disassembly analysis, decompilation, binary analysis, or understanding malware internals.
reverse-engineering-ransomware-encryption-routine	malware-analysis	NIST-CSF;MITRE-ATTACK	Reverse engineer ransomware encryption routines to identify cryptographic algorithms, key generation flaws, and potential decryption opportunities using static and dynamic analysis.
reverse-engineering-rust-malware	malware-analysis	NIST-CSF;MITRE-ATTACK	Reverse engineer Rust-compiled malware using IDA Pro and Ghidra with techniques for handling non-null-terminated strings, crate dependency extraction, and Rust-specific control flow analysis.
scanning-container-images-with-grype	container-security	NIST-CSF;MITRE-ATTACK	Scan container images for known vulnerabilities using Anchore Grype with SBOM-based matching and configurable severity thresholds.
